Robots,Tasks,Candidates,Voting_Method,Suitability_Method,Score_Voting,Time_Voting,Score_CBBA,Time_CBBA,Score_SSIA,Time_SSIA,Score_ILP,Time_ILP
10,300,3000,rank_assignments_cumulative_voting,evaluate_suitability_strict,14.10949511,62913.6,26.40409455,2251.1,26.40409455,1045.2,26.40409455,220421.3
10,300,3000,rank_assignments_cumulative_voting,evaluate_suitability_strict,0,60505.9,0,2269.9,0,1211.7,0,224942.9
10,300,3000,rank_assignments_cumulative_voting,evaluate_suitability_strict,12.06610342,72680.7,72.16672476,2576.4,71.91675479,1019.9,72.16672476,212755.8
10,300,3000,rank_assignments_cumulative_voting,evaluate_suitability_strict,14.53215356,63838.6,29.65632063,2366.4,29.65632063,1079.1,29.65632063,226331.4
10,300,3000,rank_assignments_cumulative_voting,evaluate_suitability_strict,11.34205247,73127.5,47.17772852,2375.8,42.0735628,1049.6,47.17772852,312872.5
10,300,3000,rank_assignments_cumulative_voting,evaluate_suitability_strict,18.21053592,61813,18.21053592,2580.7,18.21053592,1189.8,18.21053592,224841
10,300,3000,rank_assignments_cumulative_voting,evaluate_suitability_strict,25.62319939,72678.5,27.09494602,2970.3,26.22935172,1281.7,27.09494602,220327.1
10,300,3000,rank_assignments_cumulative_voting,evaluate_suitability_strict,0,67335.3,0,2333.8,0,1230.6,0,225253
10,300,3000,rank_assignments_cumulative_voting,evaluate_suitability_strict,15.30502049,68005.5,30.77549368,2577.1,30.77549368,1056.2,30.77549368,221892.9
10,300,3000,rank_assignments_cumulative_voting,evaluate_suitability_strict,15.39136351,67263,59.197533,2448.4,57.86264756,960.7,59.197533,232889.8
10,300,3000,rank_assignments_cumulative_voting,evaluate_suitability_strict,0,92463.9,0,3333.2,0,1620.3,0,300591.8
10,300,3000,rank_assignments_cumulative_voting,evaluate_suitability_strict,32.31809183,113219.2,66.01082241,3402.1,66.01082241,1346.6,66.01082241,222680.9
10,300,3000,rank_assignments_cumulative_voting,evaluate_suitability_strict,22.00352792,69020.1,22.00352792,2981.5,22.00352792,1177.5,22.00352792,315040.6
10,300,3000,rank_assignments_cumulative_voting,evaluate_suitability_strict,16.49374569,71178.3,35.34980642,3150.1,35.34980642,1258.3,35.34980642,219362.6
10,300,3000,rank_assignments_cumulative_voting,evaluate_suitability_strict,17.78583175,63741.1,36.07360717,2447.5,31.62191884,1050.6,36.07360717,211307.2
10,300,3000,rank_assignments_cumulative_voting,evaluate_suitability_strict,14.67033366,76590.1,48.74727723,2354.3,48.74727723,964.3,48.74727723,217296.6
10,300,3000,rank_assignments_cumulative_voting,evaluate_suitability_strict,13.96852246,64863.4,28.59067033,2351.1,26.2925339,1080.6,28.59067033,235460.9
10,300,3000,rank_assignments_cumulative_voting,evaluate_suitability_strict,17.63502634,60828.2,17.63502634,2255.5,17.63502634,1077.3,17.63502634,225404.4
10,300,3000,rank_assignments_cumulative_voting,evaluate_suitability_strict,30.39777345,87579.1,43.53577035,3453.2,39.93140672,1482.5,43.53577035,218102.6
10,300,3000,rank_assignments_cumulative_voting,evaluate_suitability_strict,16.84965013,64617.2,77.42362394,2601.9,73.46797283,1057,77.42362394,230723.3
10,300,3000,rank_assignments_cumulative_voting,evaluate_suitability_distance,51.94255228,91885.1,116.3427772,3296.8,17.21884933,260.3,116.3427772,263541.3
10,300,3000,rank_assignments_cumulative_voting,evaluate_suitability_distance,64.83109197,101151.3,147.7191057,3262.4,22.45496968,276.3,147.7191057,255133.6
10,300,3000,rank_assignments_cumulative_voting,evaluate_suitability_distance,21.36032574,85521.7,71.47319864,3380.2,9.200422918,268.9,71.47319864,258546.8
10,300,3000,rank_assignments_cumulative_voting,evaluate_suitability_distance,40.01414741,85583.7,106.4341638,3096.6,12.48303691,249.5,106.4341638,267502.9
10,300,3000,rank_assignments_cumulative_voting,evaluate_suitability_distance,24.97195786,97131.1,76.49300613,4385.1,12.35345593,323.8,76.49300613,272207.1
10,300,3000,rank_assignments_cumulative_voting,evaluate_suitability_distance,35.35993726,101112,85.4967459,3498.8,9.064232524,261,85.4967459,256791.8
10,300,3000,rank_assignments_cumulative_voting,evaluate_suitability_distance,37.46208897,102867.1,114.6043751,3845.3,8.911501105,287.6,114.6043751,253552.2
10,300,3000,rank_assignments_cumulative_voting,evaluate_suitability_distance,32.01530799,90519.9,115.5408177,3277.4,12.03467697,273.3,115.5408177,256233.3
10,300,3000,rank_assignments_cumulative_voting,evaluate_suitability_distance,27.96962025,91753.9,74.34275079,3221.2,9.373466505,258.7,74.34275079,255286.8
10,300,3000,rank_assignments_cumulative_voting,evaluate_suitability_distance,44.53763573,89483.9,127.830042,3616.7,10.47807196,148.4,127.830042,265685.5
10,300,3000,rank_assignments_cumulative_voting,evaluate_suitability_distance,34.07997502,105132.8,84.29625785,3340.4,20.47336601,270.5,86.59754388,364616.3
10,300,3000,rank_assignments_cumulative_voting,evaluate_suitability_distance,83.65876925,126782.7,184.4599529,4252.9,40.77038487,340.1,184.8438434,284775.6
10,300,3000,rank_assignments_cumulative_voting,evaluate_suitability_distance,61.37247838,90088.6,126.0277308,3131.1,18.63533911,244,126.0277308,257528.7
10,300,3000,rank_assignments_cumulative_voting,evaluate_suitability_distance,46.02709512,93190.8,120.5930622,3230.2,12.09757485,243.8,120.5930622,263059.1
10,300,3000,rank_assignments_cumulative_voting,evaluate_suitability_distance,22.52609281,89913.2,71.86459887,3483.1,15.24294248,257.5,72.34807484,269481.5
10,300,3000,rank_assignments_cumulative_voting,evaluate_suitability_distance,18.02312364,90415.1,60.04706324,3361.3,9.320247477,252.5,60.22482996,261675.5
10,300,3000,rank_assignments_cumulative_voting,evaluate_suitability_distance,38.8177614,154475.5,105.5911079,4606.7,15.38375922,369.5,105.5911079,371548.2
10,300,3000,rank_assignments_cumulative_voting,evaluate_suitability_distance,20.49253668,122685.9,81.95948464,3720.5,9.112428565,277.5,81.95948464,276635.1
10,300,3000,rank_assignments_cumulative_voting,evaluate_suitability_distance,25.83433745,90107.4,101.6109906,3525.3,12.85079975,275.3,101.6109906,345956.9
10,300,3000,rank_assignments_cumulative_voting,evaluate_suitability_distance,45.44196944,94573.9,101.2872022,3666.5,14.85326333,300.6,101.2872022,263202.2
10,300,3000,rank_assignments_cumulative_voting,evaluate_suitability_priority,218.1307906,90076,303.8440046,4511.3,198.617288,266.4,324.3617324,258565.6
10,300,3000,rank_assignments_cumulative_voting,evaluate_suitability_priority,205.9186766,94831.7,292.5457718,3218.7,122.8920248,242.3,303.3795412,259462.6
10,300,3000,rank_assignments_cumulative_voting,evaluate_suitability_priority,210.5203068,91089.3,316.8136655,4776.2,115.2261654,256.6,327.0022858,258378.9
10,300,3000,rank_assignments_cumulative_voting,evaluate_suitability_priority,200.6763013,88123.7,283.643163,5641.1,147.7334949,267.6,298.6276088,261486.5
10,300,3000,rank_assignments_cumulative_voting,evaluate_suitability_priority,193.4415361,98804.9,280.292967,6015.7,131.1247072,281.1,299.0608657,270014.2
10,300,3000,rank_assignments_cumulative_voting,evaluate_suitability_priority,197.6487682,155723.8,304.2098399,6818.4,128.3743911,363.8,307.4664213,353444.2
10,300,3000,rank_assignments_cumulative_voting,evaluate_suitability_priority,195.9426427,156478.6,276.4093237,5035,140.63571,384,290.1306756,365808.4
10,300,3000,rank_assignments_cumulative_voting,evaluate_suitability_priority,193.777637,155230.8,289.1297693,9714.7,140.4552652,393.5,292.0364148,366110.2
10,300,3000,rank_assignments_cumulative_voting,evaluate_suitability_priority,192.2675824,165993.5,279.0995064,5771.6,112.4585585,375.9,305.6151524,370799.1
10,300,3000,rank_assignments_cumulative_voting,evaluate_suitability_priority,194.1562782,161015.1,275.8728793,7913.9,141.0431742,390.4,292.9508233,353286.7
10,300,3000,rank_assignments_cumulative_voting,evaluate_suitability_priority,216.8826489,149624.7,311.1216356,6795.7,159.31964,379.2,316.7197469,351984.1
10,300,3000,rank_assignments_cumulative_voting,evaluate_suitability_priority,202.9055793,130803.2,283.1054411,5238.2,134.9266045,350.4,303.7201364,324427.1
10,300,3000,rank_assignments_cumulative_voting,evaluate_suitability_priority,200.2690549,113173.8,276.1853998,5799.4,111.8224631,316.9,315.1225006,312346.3
10,300,3000,rank_assignments_cumulative_voting,evaluate_suitability_priority,191.2118442,127983.9,280.926613,4977.7,119.6140175,346.6,290.1739018,319285.4
10,300,3000,rank_assignments_cumulative_voting,evaluate_suitability_priority,195.7944046,113863.1,284.0770557,4462.6,134.1003976,313,306.4020244,316794.7
10,300,3000,rank_assignments_cumulative_voting,evaluate_suitability_priority,185.8784098,122368.2,275.2151738,5957.1,132.0884044,340.4,290.6657486,319444.1
10,300,3000,rank_assignments_cumulative_voting,evaluate_suitability_priority,192.4813606,116765.6,263.8427334,4873.2,109.7643602,335.3,287.1248925,415651.9
10,300,3000,rank_assignments_cumulative_voting,evaluate_suitability_priority,211.3509895,110342.7,297.5165349,4528.2,116.9937382,325.6,323.0680283,320427
10,300,3000,rank_assignments_cumulative_voting,evaluate_suitability_priority,179.3337404,123516.3,285.0732508,4464.2,160.7802468,347.5,291.9805807,325541.1
10,300,3000,rank_assignments_cumulative_voting,evaluate_suitability_priority,211.2082107,115537,309.2898272,4099.7,125.0626944,320.8,325.3372382,300812.1
10,300,3000,rank_assignments_range,evaluate_suitability_loose,134.5269869,25261,180.6101285,5995.1,107.4769416,386.1,189.9281594,322712.5
10,300,3000,rank_assignments_range,evaluate_suitability_loose,149.042679,22393.8,199.9830121,4109.4,117.4788836,313.6,204.5824321,327493.2
10,300,3000,rank_assignments_range,evaluate_suitability_loose,140.7126035,22787.2,194.2849058,4501,124.3440417,333.9,201.5417832,317456.3
10,300,3000,rank_assignments_range,evaluate_suitability_loose,142.953561,25646.5,195.9104544,4791,118.7452516,355.3,201.0577012,319438.4
10,300,3000,rank_assignments_range,evaluate_suitability_loose,137.3973175,22740.4,204.4885597,4210.4,115.8405458,309.9,206.3015818,311168.2
10,300,3000,rank_assignments_range,evaluate_suitability_loose,142.5650368,26199.7,171.4844261,6060.5,122.4126821,364.6,196.9470079,319564.8
10,300,3000,rank_assignments_range,evaluate_suitability_loose,140.184014,24913.8,195.4642615,5093.8,108.5402541,382.2,201.665371,323526.8
10,300,3000,rank_assignments_range,evaluate_suitability_loose,136.7716933,23607.3,186.2736145,4140.1,112.6127892,325.6,194.9764161,314499.9
10,300,3000,rank_assignments_range,evaluate_suitability_loose,150.2257799,22553.1,199.0890068,4609.5,134.1722943,343.8,202.8989933,323771.7
10,300,3000,rank_assignments_range,evaluate_suitability_loose,143.4691214,24095.5,200.9688112,6219.1,116.7345559,319.3,225.6194018,325178.5
10,300,3000,rank_assignments_range,evaluate_suitability_loose,132.5488401,26850.5,197.0244504,6271.8,106.6529571,356.1,201.4517804,323623.8
10,300,3000,rank_assignments_range,evaluate_suitability_loose,155.8122449,25056.2,211.3511651,7590,132.5437515,334.6,221.1146407,311592.3
10,300,3000,rank_assignments_range,evaluate_suitability_loose,133.8248421,22893,185.4740932,4518.6,118.2386386,334.7,187.7548051,310612.4
10,300,3000,rank_assignments_range,evaluate_suitability_loose,131.4427324,27735.9,178.6012898,5028.1,111.9681991,395.2,186.10435,318800
10,300,3000,rank_assignments_range,evaluate_suitability_loose,133.8106251,26604.6,188.8679086,4799,106.1928467,369.8,189.9214864,319723.2
10,300,3000,rank_assignments_range,evaluate_suitability_loose,145.263835,25494.8,203.7780969,5781.8,136.5378651,341.6,203.9472824,325902.8
10,300,3000,rank_assignments_range,evaluate_suitability_loose,139.0846666,26929.3,176.5595081,6735.2,116.7946403,365.8,188.6527789,322438.1
10,300,3000,rank_assignments_range,evaluate_suitability_loose,146.6730357,25827.9,192.22503,6238.8,123.3492408,350.8,197.0616388,333976.2
10,300,3000,rank_assignments_range,evaluate_suitability_loose,131.5253293,23205.9,185.1256046,4366,113.8678279,315.1,195.0789155,319775.4
10,300,3000,rank_assignments_range,evaluate_suitability_loose,142.5330661,22680.6,193.9459953,4247,127.4020231,333.3,200.2900054,320204.7
10,300,3000,rank_assignments_range,evaluate_suitability_strict,14.3114408,20581.8,14.3114408,2926.6,14.3114408,1394.1,14.3114408,262997.9
10,300,3000,rank_assignments_range,evaluate_suitability_strict,38.61590915,23352.8,108.613324,3289.6,98.17467736,992.4,123.754159,262835.5
10,300,3000,rank_assignments_range,evaluate_suitability_strict,19.83801807,22901.3,37.51314376,3220.1,30.72275269,1445.6,37.51314376,257906.8
10,300,3000,rank_assignments_range,evaluate_suitability_strict,14.21364466,21880.9,14.21364466,3181.8,14.21364466,1458.7,14.21364466,293707.1
10,300,3000,rank_assignments_range,evaluate_suitability_strict,16.15505007,21861.6,16.15505007,2991.5,16.15505007,1358.2,16.15505007,382011.4
10,300,3000,rank_assignments_range,evaluate_suitability_strict,17.31973736,24950.7,31.23273034,3279.7,30.16685985,1400,31.23273034,284252.1
10,300,3000,rank_assignments_range,evaluate_suitability_strict,17.87729607,27436.7,58.17222072,3564.8,58.17222072,2030.9,58.17222072,247752.8
10,300,3000,rank_assignments_range,evaluate_suitability_strict,20.08338788,19904,48.24285071,2591.3,48.24285071,1066.2,48.24285071,217771.6
10,300,3000,rank_assignments_range,evaluate_suitability_strict,18.15187871,17571.3,18.15187871,2750,18.15187871,1245.7,18.15187871,227676.3
10,300,3000,rank_assignments_range,evaluate_suitability_strict,18.96663551,16578.9,46.28245631,2474.7,57.04178142,958.5,57.52231191,225547.7
10,300,3000,rank_assignments_range,evaluate_suitability_strict,16.46729913,18497.2,16.46729913,2599.7,13.2354881,1186,16.46729913,235375.4
10,300,3000,rank_assignments_range,evaluate_suitability_strict,15.46694275,15890.5,27.83349665,2370,26.17553406,1050.8,27.83349665,225926.6
10,300,3000,rank_assignments_range,evaluate_suitability_strict,14.18938122,16410.3,14.18938122,2453.7,14.18938122,1127.5,14.18938122,227293.3
10,300,3000,rank_assignments_range,evaluate_suitability_strict,25.02603935,18871.1,52.99523628,2811.1,52.62610047,1121.1,52.99523628,214622.7
10,300,3000,rank_assignments_range,evaluate_suitability_strict,14.94149662,18946.8,29.11869329,2690.7,28.47915912,1107.5,29.11869329,236114.4
10,300,3000,rank_assignments_range,evaluate_suitability_strict,16.47233654,19212.6,27.2498081,2555.2,27.2498081,1190.8,27.2498081,218639.8
10,300,3000,rank_assignments_range,evaluate_suitability_strict,38.49502179,18142.1,53.29418773,3133.7,43.15701705,1333,53.29418773,220795.6
10,300,3000,rank_assignments_range,evaluate_suitability_strict,14.58657084,19213.3,14.58657084,2598.5,14.58657084,1238.6,14.58657084,224401.7
10,300,3000,rank_assignments_range,evaluate_suitability_strict,18.02777625,22044,35.40415888,2675.3,31.22700898,1197.4,35.40415888,230888.1
10,300,3000,rank_assignments_range,evaluate_suitability_strict,29.48893114,15604.2,31.5327442,2280.8,29.87759693,980.9,31.5327442,220600.4
10,300,3000,rank_assignments_range,evaluate_suitability_distance,41.11722776,18259.5,108.109088,3832.1,12.92013731,305.2,108.109088,281985.9
10,300,3000,rank_assignments_range,evaluate_suitability_distance,36.19861689,21971.2,106.5463147,3832.6,8.573972228,307,106.5463147,272370.7
10,300,3000,rank_assignments_range,evaluate_suitability_distance,74.84641525,16401.3,194.094742,3180,9.56632127,247.7,194.094742,278953.9
10,300,3000,rank_assignments_range,evaluate_suitability_distance,31.29398974,16395.2,83.75839336,3247.8,12.09450385,259.8,83.75839336,271151
10,300,3000,rank_assignments_range,evaluate_suitability_distance,18.92684172,22694.8,69.68108103,3624.5,24.70280533,288.9,71.47300939,264968.2
10,300,3000,rank_assignments_range,evaluate_suitability_distance,23.24835099,16704,69.50527418,3132.2,14.38667415,264.3,69.50527418,270354
10,300,3000,rank_assignments_range,evaluate_suitability_distance,23.67927448,18035.5,76.31358008,3294.1,8.257288492,253.5,76.31358008,266203.3
10,300,3000,rank_assignments_range,evaluate_suitability_distance,34.88445418,17908.5,100.8253351,3719.2,8.639467328,274.4,100.8253351,266108.1
10,300,3000,rank_assignments_range,evaluate_suitability_distance,36.22062031,18392.6,78.84773459,3492.1,18.67344407,268.4,78.84773459,270339.7
10,300,3000,rank_assignments_range,evaluate_suitability_distance,34.23629064,17083.9,133.2702501,3136,6.445901112,245,133.2702501,350805.4
10,300,3000,rank_assignments_range,evaluate_suitability_distance,33.84692969,17269.9,99.327749,3325.4,9.965160478,253.8,99.327749,264811
10,300,3000,rank_assignments_range,evaluate_suitability_distance,22.40381172,16753.6,91.02057636,3134.4,9.399059779,245.2,91.37924749,282170.4
10,300,3000,rank_assignments_range,evaluate_suitability_distance,32.87034935,24956.6,82.21640361,4009.7,14.46985533,292.9,82.21640361,259986.4
10,300,3000,rank_assignments_range,evaluate_suitability_distance,30.86416723,29480.1,102.1914474,5961.3,6.249633899,378.5,102.1914474,353577.8
10,300,3000,rank_assignments_range,evaluate_suitability_distance,55.78881383,27950.1,120.0136627,4968.1,8.695741902,387.2,120.0136627,353558.9
10,300,3000,rank_assignments_range,evaluate_suitability_distance,43.9869875,19746.2,100.9160116,3642.3,15.01510593,295.3,101.72438,272287.6
10,300,3000,rank_assignments_range,evaluate_suitability_distance,76.42571609,20430.8,133.1030338,3396.5,12.48201299,263,133.1030338,274062.8
10,300,3000,rank_assignments_range,evaluate_suitability_distance,19.49682133,18162.1,66.60327082,3369.6,13.81864799,256.3,66.60327082,254805.7
10,300,3000,rank_assignments_range,evaluate_suitability_distance,446.5398436,18050.1,524.4783412,3326,12.00082884,250.4,524.4783412,267696.2
10,300,3000,rank_assignments_range,evaluate_suitability_distance,34.6300373,16987,90.44637937,3206.6,13.16488423,240.6,90.44637937,262667.9
10,300,3000,rank_assignments_range,evaluate_suitability_priority,194.1378167,17653,291.9816756,4892.4,144.8152877,250.5,313.1614177,285323.6
10,300,3000,rank_assignments_range,evaluate_suitability_priority,225.688596,18263.4,329.5952981,4721.5,160.2667415,293.5,340.4971273,280285.9
10,300,3000,rank_assignments_range,evaluate_suitability_priority,211.0919476,21082.7,309.1454667,5765.8,126.7002511,334.9,312.9264113,261978.9
10,300,3000,rank_assignments_range,evaluate_suitability_priority,223.3503037,16804.2,306.3684611,6155.8,130.0530284,243.2,337.1125784,385966
10,300,3000,rank_assignments_range,evaluate_suitability_priority,192.982167,17021.5,296.1099748,3360.9,156.5963885,251,309.0739208,260195.1
10,300,3000,rank_assignments_range,evaluate_suitability_priority,195.5592524,17233,282.3519474,5059.3,145.1978391,243.4,305.9215352,270565.7
10,300,3000,rank_assignments_range,evaluate_suitability_priority,209.5737441,19501.8,302.9871008,4656.5,114.4570984,251.8,310.3492962,250880.6
10,300,3000,rank_assignments_range,evaluate_suitability_priority,192.086213,16512.4,295.6710034,3316,124.4743393,242.1,307.0439233,266389.6
10,300,3000,rank_assignments_range,evaluate_suitability_priority,204.9059383,16795.2,320.5180958,3318.4,186.4243612,255.3,324.2788372,261276.1
10,300,3000,rank_assignments_range,evaluate_suitability_priority,204.3670259,20557.3,260.2460667,6088.3,109.1066161,318.4,305.8826483,263100.7
10,300,3000,rank_assignments_range,evaluate_suitability_priority,194.0051139,16152.6,276.7379635,3564.3,155.2635545,241.6,293.0316506,258716.6
10,300,3000,rank_assignments_range,evaluate_suitability_priority,183.8940534,17189.5,271.1356859,5052.5,108.1841464,241.4,287.0002211,268709.2
10,300,3000,rank_assignments_range,evaluate_suitability_priority,193.6353081,21324.6,286.3920852,8163.9,133.8644876,316.3,315.344981,274713.8
10,300,3000,rank_assignments_range,evaluate_suitability_priority,191.3028574,18021.6,275.8577541,5431.4,142.4204737,335.7,303.0443791,259894.6
10,300,3000,rank_assignments_range,evaluate_suitability_priority,222.7086711,17527,319.4569833,3408.2,116.8807916,249.9,332.1514877,256621.5
10,300,3000,rank_assignments_range,evaluate_suitability_priority,210.0086462,20461.4,296.6297078,3598.6,129.8174701,276.2,305.3257233,258302
10,300,3000,rank_assignments_range,evaluate_suitability_priority,184.7390251,16580.4,257.4440922,5476.5,120.1405437,238.2,279.514538,260256.7
10,300,3000,rank_assignments_range,evaluate_suitability_priority,187.7602691,27691.5,261.5263882,6261.9,135.5262696,345.7,304.5461305,266651.7
10,300,3000,rank_assignments_range,evaluate_suitability_priority,211.3080848,16455.7,334.7900007,3183.9,146.7455349,237.7,340.2044469,267097.6
10,300,3000,rank_assignments_range,evaluate_suitability_priority,219.9293185,21094.3,315.7549253,5350.7,204.0804783,284,330.337571,268345.1
20,5,50,rank_assignments_borda,evaluate_suitability_loose,51.25234136,1691.2,62.25234136,612,62.25234136,52.1,62.25234136,45785.5
20,5,50,rank_assignments_borda,evaluate_suitability_loose,63.32636564,1445.7,68.82636564,689.2,68.82636564,46.2,68.82636564,42144.2
20,5,50,rank_assignments_borda,evaluate_suitability_loose,62.69874672,1445.4,68.19874672,684.9,66.69874672,45.3,69.19874672,42357
20,5,50,rank_assignments_borda,evaluate_suitability_loose,68.72575732,1416.9,75.72575732,754.1,77.72575732,43.9,78.22575732,42009.5
20,5,50,rank_assignments_borda,evaluate_suitability_loose,51.66965142,1444,64.16965142,323.2,64.66965142,45.8,64.66965142,43478.2
20,5,50,rank_assignments_borda,evaluate_suitability_loose,61.07295532,1515.5,63.57295532,535.8,63.57295532,47.4,64.07295532,41651.1
20,5,50,rank_assignments_borda,evaluate_suitability_loose,63.88168992,1434.8,70.38168992,719.6,70.38168992,45.4,70.88168992,42010.3
20,5,50,rank_assignments_borda,evaluate_suitability_loose,61.06001344,1434.7,68.06001344,631.6,68.06001344,45.8,68.06001344,44308.3
20,5,50,rank_assignments_borda,evaluate_suitability_loose,65.49649235,1489.6,71.99649235,580.4,71.99649235,48.2,72.49649235,38726.5
20,5,50,rank_assignments_borda,evaluate_suitability_loose,65.42048462,1435.2,71.42048462,476.9,70.42048462,45.1,72.42048462,43761.5
20,5,50,rank_assignments_borda,evaluate_suitability_loose,57.32189768,1557,68.32189768,578.8,68.32189768,49.2,68.32189768,42753.6
20,5,50,rank_assignments_borda,evaluate_suitability_loose,65.190975,1440.1,72.190975,340.8,72.690975,46.1,73.690975,42818.4
20,5,50,rank_assignments_borda,evaluate_suitability_loose,67.47837218,1454.8,68.97837218,699.8,67.47837218,46.9,69.47837218,42812.6
20,5,50,rank_assignments_borda,evaluate_suitability_loose,70.4170956,1448.1,72.9170956,977.1,70.9170956,45.4,72.9170956,42801.6
20,5,50,rank_assignments_borda,evaluate_suitability_loose,65.11997064,1517.4,70.61997064,809,70.61997064,48.8,70.61997064,48088.5
20,5,50,rank_assignments_borda,evaluate_suitability_loose,66.46821654,1512.7,67.96821654,595.9,67.96821654,45.3,67.96821654,44838.4
20,5,50,rank_assignments_borda,evaluate_suitability_loose,51.16965717,1455.9,64.16965717,767.6,64.16965717,45.4,64.16965717,41673.8
20,5,50,rank_assignments_borda,evaluate_suitability_loose,56.46030391,1508.7,67.46030391,964.4,65.46030391,45.1,67.46030391,42892.9
20,5,50,rank_assignments_borda,evaluate_suitability_loose,69.58121215,1377.9,78.08121215,596.2,78.08121215,45.9,78.08121215,41132.4
20,5,50,rank_assignments_borda,evaluate_suitability_loose,62.72719345,1430.1,75.72719345,802.8,71.22719345,45.5,75.72719345,44173.4
20,5,50,rank_assignments_borda,evaluate_suitability_strict,0,1662.7,0,189.4,0,52.6,0,40297.6
20,5,50,rank_assignments_borda,evaluate_suitability_strict,0,1401.3,0,163.7,0,45.3,0,39785.6
20,5,50,rank_assignments_borda,evaluate_suitability_strict,0,1508.9,16.27728541,234.7,16.27728541,46,16.27728541,38909.1
20,5,50,rank_assignments_borda,evaluate_suitability_strict,0,1389.5,0,158.8,0,45.8,0,39040.3
20,5,50,rank_assignments_borda,evaluate_suitability_strict,0,1476.3,0,165,0,45.6,0,43547.9
20,5,50,rank_assignments_borda,evaluate_suitability_strict,0,1469.7,0,166.9,0,48.7,0,41622.9
20,5,50,rank_assignments_borda,evaluate_suitability_strict,0,1411.3,15.6277422,194.5,15.6277422,46.9,15.6277422,40672.9
20,5,50,rank_assignments_borda,evaluate_suitability_strict,0,1354.9,0,155.7,0,42.6,0,39273.6
20,5,50,rank_assignments_borda,evaluate_suitability_strict,0,1400.5,0,159.4,0,45.7,0,37274.5
20,5,50,rank_assignments_borda,evaluate_suitability_strict,0,1405.2,0,159.1,0,44.8,0,42572.4
20,5,50,rank_assignments_borda,evaluate_suitability_strict,0,1430.7,0,166.9,0,48.7,0,41146.2
20,5,50,rank_assignments_borda,evaluate_suitability_strict,0,1336.6,0,151.2,0,43,0,40207.6
20,5,50,rank_assignments_borda,evaluate_suitability_strict,0,1393.7,0,157.8,0,45.5,0,41845.1
20,5,50,rank_assignments_borda,evaluate_suitability_strict,0,1394.3,0,160.4,0,43.8,0,39015.8
20,5,50,rank_assignments_borda,evaluate_suitability_strict,0,1411.3,0,158.6,0,45,0,41243.1
20,5,50,rank_assignments_borda,evaluate_suitability_strict,0,1394.9,0,161.2,0,44.3,0,42020.4
20,5,50,rank_assignments_borda,evaluate_suitability_strict,0,1570.7,0,177.8,0,49.9,0,45067.8
20,5,50,rank_assignments_borda,evaluate_suitability_strict,0,1408.4,0,156.9,0,45.9,0,42167.5
20,5,50,rank_assignments_borda,evaluate_suitability_strict,0,1418.2,15.02871071,250,15.02871071,47.1,15.02871071,39299.2
20,5,50,rank_assignments_borda,evaluate_suitability_strict,0,1399.7,0,159,0,45.6,0,43283
20,5,50,rank_assignments_borda,evaluate_suitability_distance,3.018233442,1445,6.863375021,674.6,6.863375021,46.1,6.863375021,42288.9
20,5,50,rank_assignments_borda,evaluate_suitability_distance,2.355184056,1449.6,11.86226182,451.9,11.86226182,45,11.86226182,46248.8
20,5,50,rank_assignments_borda,evaluate_suitability_distance,4.162439006,1516.4,17.13618071,457.4,8.785720793,45.8,17.13618071,43280.1
20,5,50,rank_assignments_borda,evaluate_suitability_distance,3.515563201,1519.8,10.25787287,671.8,10.25787287,45.4,10.25787287,41789.7
20,5,50,rank_assignments_borda,evaluate_suitability_distance,5.90126681,1388.9,11.18279041,436.2,11.18279041,44.5,11.44076355,43213.5
20,5,50,rank_assignments_borda,evaluate_suitability_distance,5.236809901,1447.1,13.94197263,891,6.610957617,46.1,13.94197263,43372.2
20,5,50,rank_assignments_borda,evaluate_suitability_distance,3.783308155,1372.2,12.57188426,520.7,12.57188426,46.9,12.57188426,43164.3
20,5,50,rank_assignments_borda,evaluate_suitability_distance,4.789266027,1460.4,17.96355167,433.1,17.96355167,45.7,17.96355167,43288.7
20,5,50,rank_assignments_borda,evaluate_suitability_distance,5.561158271,1440.5,7.915698003,445.4,7.915698003,43.6,7.915698003,41553.2
20,5,50,rank_assignments_borda,evaluate_suitability_distance,9.672568577,1367.3,15.13193453,427.6,15.13193453,44.1,15.47029713,42393.9
20,5,50,rank_assignments_borda,evaluate_suitability_distance,4.5464851,1445.1,54.52059941,475.7,54.52059941,46.3,54.52059941,42503
20,5,50,rank_assignments_borda,evaluate_suitability_distance,2.911578974,1373.1,22.28133599,526.6,22.28133599,44.3,22.28133599,41744
20,5,50,rank_assignments_borda,evaluate_suitability_distance,14.55220882,1425.9,19.67835569,625.6,19.67835569,46.7,19.67835569,41778.8
20,5,50,rank_assignments_borda,evaluate_suitability_distance,5.806916329,1437.1,10.40194006,405.5,10.40194006,44.6,10.40194006,41236.1
20,5,50,rank_assignments_borda,evaluate_suitability_distance,5.3768478,1509.4,9.477822349,917.2,6.417734669,48.8,9.477822349,44910.9
20,5,50,rank_assignments_borda,evaluate_suitability_distance,5.450911562,1432.8,10.35565931,630,10.35565931,46.8,10.35565931,39851.8
20,5,50,rank_assignments_borda,evaluate_suitability_distance,3.55423547,1442.3,9.663561098,551.5,9.853416862,46.1,9.853416862,42295.7
20,5,50,rank_assignments_borda,evaluate_suitability_distance,5.399261153,1614,12.68509448,585.8,12.68509448,50.8,12.68509448,41806
