Method,Robots,Tasks,Candidates,Score,Task Normalized Score,Score Density,Length
ssia_task_allocation,10,12,,7.300598372026943,0.9125747965033679,0.0608383197668912,111.8
ilp_task_allocation,10,12,,8.053015128203098,0.8947794586892331,0.06710845940169248,20859.9
jv_task_allocation,10,12,,8.053015128203098,0.8947794586892331,0.06710845940169248,55.1
rank_assignments_borda,10,12,50,8.459590534778505,0.9399545038642783,0.07049658778982087,340.1
rank_assignments_approval,10,12,50,8.374556521173062,0.9305062801303402,0.06978797100977552,266.4
rank_assignments_majority_judgment,10,12,50,8.459590534778505,0.9399545038642783,0.07049658778982087,401.4
rank_assignments_cumulative_voting,10,12,50,8.374556521173062,0.9305062801303402,0.06978797100977552,409.2
rank_assignments_condorcet_method,10,12,50,8.374556521173062,0.9305062801303402,0.06978797100977552,12632.7
rank_assignments_range,10,12,50,8.459590534778506,0.9399545038642785,0.07049658778982089,85.2
cbba_task_allocation,10,12,,7.622139764996907,0.9527674706246134,0.06351783137497423,80.6
ssia_task_allocation,10,12,,7.561322136510107,0.9451652670637634,0.06301101780425089,12.8
ilp_task_allocation,10,12,,8.459590534778505,0.9399545038642783,0.07049658778982087,26022.5
jv_task_allocation,10,12,,8.459590534778505,0.9399545038642783,0.07049658778982087,55.0
rank_assignments_borda,10,12,100,6.657318093408319,0.8321647616760399,0.05547765077840266,682.8
rank_assignments_approval,10,12,100,6.657318093408319,0.8321647616760399,0.05547765077840266,529.9
rank_assignments_majority_judgment,10,12,100,6.657318093408319,0.8321647616760399,0.05547765077840266,798.2
rank_assignments_cumulative_voting,10,12,100,6.657318093408319,0.8321647616760399,0.05547765077840266,796.7
rank_assignments_condorcet_method,10,12,100,6.657318093408319,0.8321647616760399,0.05547765077840266,51266.6
rank_assignments_range,10,12,100,6.657318093408319,0.8321647616760399,0.05547765077840266,170.4
cbba_task_allocation,10,12,,6.657318093408319,0.8321647616760399,0.05547765077840266,57.0
ssia_task_allocation,10,12,,5.606977957353897,0.8009968510505567,0.046724816311282474,12.7
ilp_task_allocation,10,12,,6.657318093408319,0.8321647616760399,0.05547765077840266,22851.0
jv_task_allocation,10,12,,6.657318093408319,0.8321647616760399,0.05547765077840266,54.9
rank_assignments_borda,10,12,100,8.679601337496075,0.8679601337496076,0.07233001114580064,664.2
rank_assignments_approval,10,12,100,8.296350739959763,0.8296350739959764,0.06913625616633136,530.1
rank_assignments_majority_judgment,10,12,100,8.625566636844834,0.8625566636844834,0.07187972197370694,773.5
rank_assignments_cumulative_voting,10,12,100,8.679601337496075,0.8679601337496076,0.07233001114580064,779.0
rank_assignments_condorcet_method,10,12,100,8.679601337496075,0.8679601337496076,0.07233001114580064,52023.7
rank_assignments_range,10,12,100,8.679601337496075,0.8679601337496076,0.07233001114580064,170.4
cbba_task_allocation,10,12,,7.944191384041009,0.882687931560112,0.06620159486700841,98.2
ssia_task_allocation,10,12,,7.490228290980172,0.8322475878866857,0.06241856909150143,12.0
ilp_task_allocation,10,12,,8.679601337496075,0.8679601337496076,0.07233001114580064,24094.5
jv_task_allocation,10,12,,8.679601337496075,0.8679601337496076,0.07233001114580064,53.5
rank_assignments_borda,10,12,100,8.16348259205402,0.9070536213393355,0.06802902160045017,672.5
rank_assignments_approval,10,12,100,7.827737384880242,0.8697485983200269,0.06523114487400201,523.6
rank_assignments_majority_judgment,10,12,100,8.16348259205402,0.9070536213393355,0.06802902160045017,763.5
rank_assignments_cumulative_voting,10,12,100,8.115863544434973,0.9017626160483303,0.06763219620362478,885.7
rank_assignments_condorcet_method,10,12,100,8.115863544434973,0.9017626160483303,0.06763219620362478,51706.0
rank_assignments_range,10,12,100,8.173686673686674,0.9081874081874083,0.06811405561405562,164.6
cbba_task_allocation,10,12,,8.173686673686673,0.9081874081874081,0.0681140556140556,64.1
ssia_task_allocation,10,12,,7.2111016396730685,0.9013877049591336,0.060092513663942235,12.1
ilp_task_allocation,10,12,,8.173686673686673,0.9081874081874081,0.0681140556140556,25314.2
jv_task_allocation,10,12,,8.173686673686673,0.9081874081874081,0.0681140556140556,55.7
rank_assignments_borda,10,12,100,8.569768577287373,0.952196508587486,0.07141473814406145,659.4
rank_assignments_approval,10,12,100,8.569768577287373,0.952196508587486,0.07141473814406145,538.2
rank_assignments_majority_judgment,10,12,100,8.220108713341796,0.9133454125935329,0.06850090594451497,768.6
rank_assignments_cumulative_voting,10,12,100,8.433714155518667,0.9370793506131851,0.0702809512959889,790.3
rank_assignments_condorcet_method,10,12,100,8.569768577287375,0.9521965085874862,0.07141473814406146,51384.8
rank_assignments_range,10,12,100,8.569768577287375,0.9521965085874862,0.07141473814406146,173.9
cbba_task_allocation,10,12,,8.569768577287375,0.9521965085874862,0.07141473814406146,64.4
ssia_task_allocation,10,12,,8.437795788171728,0.9375328653524142,0.07031496490143106,12.5
ilp_task_allocation,10,12,,8.569768577287373,0.952196508587486,0.07141473814406145,22773.3
jv_task_allocation,10,12,,8.569768577287375,0.9521965085874862,0.07141473814406146,56.1
rank_assignments_borda,10,12,100,8.897346472534444,0.8897346472534444,0.07414455393778703,673.2
rank_assignments_approval,10,12,100,8.751087969133081,0.8751087969133081,0.07292573307610901,637.2
rank_assignments_majority_judgment,10,12,100,8.706870282058253,0.8706870282058252,0.07255725235048543,764.2
rank_assignments_cumulative_voting,10,12,100,8.965064468823867,0.8965064468823867,0.07470887057353222,794.3
rank_assignments_condorcet_method,10,12,100,8.87322773412999,0.887322773412999,0.07394356445108326,51785.2
rank_assignments_range,10,12,100,8.965064468823867,0.8965064468823867,0.07470887057353222,193.3
cbba_task_allocation,10,12,,8.284076284076285,0.9204529204529206,0.06903396903396904,85.0
ssia_task_allocation,10,12,,8.873227734129989,0.8873227734129989,0.07394356445108324,10.9
ilp_task_allocation,10,12,,8.965064468823867,0.8965064468823867,0.07470887057353222,28050.5
jv_task_allocation,10,12,,8.965064468823867,0.8965064468823867,0.07470887057353222,51.7
rank_assignments_borda,10,15,10,9.100891576079547,0.9100891576079547,0.06067261050719698,85.7
rank_assignments_approval,10,15,10,9.00905484138567,0.900905484138567,0.0600603656092378,60.8
rank_assignments_majority_judgment,10,15,10,9.033173579790121,0.9033173579790121,0.06022115719860081,112.6
rank_assignments_cumulative_voting,10,15,10,9.385889785889786,0.9385889785889786,0.06257259857259857,140.8
rank_assignments_condorcet_method,10,15,10,9.385889785889786,0.9385889785889786,0.06257259857259857,461.5
rank_assignments_range,10,15,10,9.385889785889786,0.9385889785889786,0.06257259857259857,19.6
cbba_task_allocation,10,15,,9.385889785889786,0.9385889785889786,0.06257259857259857,68.3
ssia_task_allocation,10,15,,8.780818402622915,0.8780818402622914,0.05853878935081943,12.6
ilp_task_allocation,10,15,,9.385889785889786,0.9385889785889786,0.06257259857259857,27077.9
jv_task_allocation,10,15,,9.385889785889786,0.9385889785889786,0.06257259857259857,52.9
rank_assignments_borda,10,15,10,7.60530846245132,0.950663557806415,0.05070205641634213,87.5
rank_assignments_approval,10,15,10,7.554288054288055,0.9442860067860068,0.050361920361920366,57.0
rank_assignments_majority_judgment,10,15,10,7.422315265172409,0.9277894081465511,0.04948210176781606,116.2
rank_assignments_cumulative_voting,10,15,10,7.503267646124789,0.9379084557655987,0.050021784307498596,89.8
rank_assignments_condorcet_method,10,15,10,7.605308462451319,0.9506635578064149,0.05070205641634213,465.1
rank_assignments_range,10,15,10,7.60530846245132,0.950663557806415,0.05070205641634213,18.6
cbba_task_allocation,10,15,,7.60530846245132,0.950663557806415,0.05070205641634213,89.6
ssia_task_allocation,10,15,,7.473335673335673,0.9341669591669591,0.04982223782223782,14.9
ilp_task_allocation,10,15,,7.605308462451319,0.9506635578064149,0.05070205641634213,23917.3
jv_task_allocation,10,15,,7.605308462451319,0.9506635578064149,0.05070205641634213,55.1
rank_assignments_borda,10,15,10,7.338729413917384,0.917341176739673,0.048924862759449225,124.6
rank_assignments_approval,10,15,10,7.392841968029939,0.9241052460037423,0.04928561312019959,57.1
rank_assignments_majority_judgment,10,15,10,7.107807954424496,0.888475994303062,0.047385386362829976,121.1
rank_assignments_cumulative_voting,10,15,10,7.392841968029938,0.9241052460037422,0.049285613120199585,94.0
rank_assignments_condorcet_method,10,15,10,7.307807954424495,0.9134759943030619,0.0487187196961633,473.1
rank_assignments_range,10,15,10,7.392841968029938,0.9241052460037422,0.049285613120199585,19.5
cbba_task_allocation,10,15,,7.392841968029938,0.9241052460037422,0.049285613120199585,110.8
ssia_task_allocation,10,15,,6.274474621091163,0.8963535172987376,0.04182983080727442,14.6
ilp_task_allocation,10,15,,7.392841968029938,0.9241052460037422,0.049285613120199585,22193.3
jv_task_allocation,10,15,,7.392841968029938,0.9241052460037422,0.049285613120199585,57.7
rank_assignments_borda,10,15,10,9.158070237017606,0.9158070237017606,0.061053801580117376,88.3
rank_assignments_approval,10,15,10,9.056029420691075,0.9056029420691075,0.060373529471273835,60.0
rank_assignments_majority_judgment,10,15,10,9.02609744790196,0.902609744790196,0.060173982986013064,112.0
rank_assignments_cumulative_voting,10,15,10,9.158070237017606,0.9158070237017606,0.061053801580117376,91.2
rank_assignments_condorcet_method,10,15,10,9.158070237017606,0.9158070237017606,0.061053801580117376,474.8
rank_assignments_range,10,15,10,9.158070237017606,0.9158070237017606,0.061053801580117376,18.9
cbba_task_allocation,10,15,,9.158070237017606,0.9158070237017606,0.061053801580117376,68.0
ssia_task_allocation,10,15,,8.924056631575429,0.8924056631575429,0.05949371087716952,13.5
ilp_task_allocation,10,15,,9.158070237017606,0.9158070237017606,0.061053801580117376,21426.5
jv_task_allocation,10,15,,9.158070237017606,0.9158070237017606,0.061053801580117376,53.1
rank_assignments_borda,10,15,10,8.815655759264784,0.8815655759264784,0.05877103839509856,76.2
rank_assignments_approval,10,15,10,8.815964973859712,0.8815964973859712,0.058773099825731416,62.0
rank_assignments_majority_judgment,10,15,10,8.874159160625329,0.8874159160625329,0.059161061070835526,126.7
rank_assignments_cumulative_voting,10,15,10,9.006131949740974,0.9006131949740974,0.060040879664939824,97.8
rank_assignments_condorcet_method,10,15,10,9.006131949740974,0.9006131949740974,0.060040879664939824,478.9
rank_assignments_range,10,15,10,9.006131949740974,0.9006131949740974,0.060040879664939824,18.7
cbba_task_allocation,10,15,,9.006131949740974,0.9006131949740974,0.060040879664939824,81.7
ssia_task_allocation,10,15,,8.874159160625329,0.8874159160625329,0.059161061070835526,13.4
ilp_task_allocation,10,15,,9.006131949740974,0.9006131949740974,0.060040879664939824,22467.8
jv_task_allocation,10,15,,9.006131949740974,0.9006131949740974,0.060040879664939824,61.8
rank_assignments_borda,10,15,25,9.192393320964749,0.9192393320964749,0.06128262213976499,177.2
rank_assignments_approval,10,15,25,9.192393320964749,0.9192393320964749,0.06128262213976499,140.3
rank_assignments_majority_judgment,10,15,25,8.823542094970666,0.8823542094970666,0.05882361396647111,245.8
rank_assignments_cumulative_voting,10,15,25,9.192393320964749,0.9192393320964749,0.06128262213976499,256.3
rank_assignments_condorcet_method,10,15,25,9.192393320964749,0.9192393320964749,0.06128262213976499,3135.5
rank_assignments_range,10,15,25,9.192393320964749,0.9192393320964749,0.06128262213976499,43.8
cbba_task_allocation,10,15,,8.38596165739023,0.9317735174878032,0.0559064110492682,74.2
ssia_task_allocation,10,15,,8.88922930351502,0.8889229303515019,0.05926152869010013,12.2
ilp_task_allocation,10,15,,9.192393320964749,0.9192393320964749,0.06128262213976499,23678.1
jv_task_allocation,10,15,,9.192393320964749,0.9192393320964749,0.06128262213976499,63.1
rank_assignments_borda,10,15,25,8.380297884057283,0.9311442093396981,0.055868652560381885,232.4
rank_assignments_approval,10,15,25,8.380297884057283,0.9311442093396981,0.055868652560381885,206.2
rank_assignments_majority_judgment,10,15,25,8.176216251404222,0.9084684723782469,0.054508108342694817,225.6
rank_assignments_cumulative_voting,10,15,25,8.244243462288575,0.9160270513653972,0.05496162308192383,206.3
rank_assignments_condorcet_method,10,15,25,8.227236659567486,0.9141374066186096,0.05484824439711657,3097.9
rank_assignments_range,10,15,25,8.380297884057283,0.9311442093396981,0.055868652560381885,42.5
cbba_task_allocation,10,15,,7.4906874944468935,0.9363359368058617,0.04993791662964596,82.3
ssia_task_allocation,10,15,,8.380297884057283,0.9311442093396981,0.055868652560381885,13.6
ilp_task_allocation,10,15,,8.380297884057283,0.9311442093396981,0.055868652560381885,25335.4
jv_task_allocation,10,15,,8.380297884057283,0.9311442093396981,0.055868652560381885,57.5
rank_assignments_borda,10,15,25,7.783090580083061,0.8647878422314512,0.05188727053388707,168.6
rank_assignments_approval,10,15,25,7.783090580083061,0.8647878422314512,0.05188727053388707,135.1
rank_assignments_majority_judgment,10,15,25,7.783090580083061,0.8647878422314512,0.05188727053388707,225.8
rank_assignments_cumulative_voting,10,15,25,7.783090580083062,0.8647878422314513,0.05188727053388708,200.3
rank_assignments_condorcet_method,10,15,25,7.783090580083061,0.8647878422314512,0.05188727053388707,3673.0
rank_assignments_range,10,15,25,7.783090580083062,0.8647878422314513,0.05188727053388708,44.4
cbba_task_allocation,10,15,,5.492233567421537,0.9153722612369228,0.03661489044947691,91.6
ssia_task_allocation,10,15,,7.031080685216024,0.878885085652003,0.04687387123477349,15.1
ilp_task_allocation,10,15,,7.783090580083061,0.8647878422314512,0.05188727053388707,24235.3
jv_task_allocation,10,15,,7.783090580083061,0.8647878422314512,0.05188727053388707,110.8
rank_assignments_borda,10,15,25,7.2943362266670535,0.810481802963006,0.04862890817778036,169.9
rank_assignments_approval,10,15,25,7.284132145034402,0.8093480161149336,0.048560880966896015,136.7
rank_assignments_majority_judgment,10,15,25,7.284132145034402,0.8093480161149336,0.048560880966896015,229.1
rank_assignments_cumulative_voting,10,15,25,7.2943362266670535,0.810481802963006,0.04862890817778036,210.5
rank_assignments_condorcet_method,10,15,25,7.284132145034402,0.8093480161149336,0.048560880966896015,3256.5
rank_assignments_range,10,15,25,7.352159355918755,0.816906595102084,0.049014395706125036,44.9
cbba_task_allocation,10,15,,6.5997425997426005,0.8249678249678251,0.043998283998284,73.6
ssia_task_allocation,10,15,,6.671171171171172,0.8338963963963965,0.04447447447447448,14.6
ilp_task_allocation,10,15,,7.352159355918755,0.816906595102084,0.049014395706125036,24642.5
jv_task_allocation,10,15,,7.352159355918754,0.8169065951020839,0.04901439570612503,54.8
rank_assignments_borda,10,15,25,8.498944359846616,0.8498944359846616,0.05665962906564411,171.1
rank_assignments_approval,10,15,25,8.498944359846616,0.8498944359846616,0.05665962906564411,134.1
rank_assignments_majority_judgment,10,15,25,8.498944359846615,0.8498944359846614,0.0566596290656441,229.4
rank_assignments_cumulative_voting,10,15,25,8.498944359846616,0.8498944359846616,0.05665962906564411,217.3
rank_assignments_condorcet_method,10,15,25,8.498944359846615,0.8498944359846614,0.0566596290656441,3128.8
rank_assignments_range,10,15,25,8.498944359846616,0.8498944359846616,0.05665962906564411,43.5
cbba_task_allocation,10,15,,5.614760400474686,0.9357934000791143,0.03743173600316457,88.2
ssia_task_allocation,10,15,,7.556767489098316,0.8396408321220351,0.05037844992732211,14.8
ilp_task_allocation,10,15,,8.498944359846615,0.8498944359846614,0.0566596290656441,32703.2
jv_task_allocation,10,15,,8.498944359846616,0.8498944359846616,0.05665962906564411,58.7
rank_assignments_borda,10,15,50,9.484230055658626,0.9484230055658627,0.0632282003710575,406.9
rank_assignments_approval,10,15,50,9.324772971389514,0.9324772971389514,0.06216515314259676,266.8
rank_assignments_majority_judgment,10,15,50,8.97244383334609,0.8972443833346089,0.05981629222230726,402.1
rank_assignments_cumulative_voting,10,15,50,9.484230055658626,0.9484230055658627,0.0632282003710575,400.7
rank_assignments_condorcet_method,10,15,50,9.484230055658626,0.9484230055658627,0.0632282003710575,12545.1
rank_assignments_range,10,15,50,9.484230055658626,0.9484230055658627,0.0632282003710575,85.3
cbba_task_allocation,10,15,,9.416996774139632,0.9416996774139632,0.06277997849426421,71.2
ssia_task_allocation,10,15,,8.851062193919336,0.8851062193919337,0.059007081292795575,12.5
ilp_task_allocation,10,15,,9.484230055658626,0.9484230055658627,0.0632282003710575,22801.2
jv_task_allocation,10,15,,9.484230055658626,0.9484230055658627,0.0632282003710575,55.7
rank_assignments_borda,10,15,50,9.196881814926927,0.9196881814926927,0.06131254543284618,333.2
rank_assignments_approval,10,15,50,9.349943039416724,0.9349943039416724,0.06233295359611149,270.3
rank_assignments_majority_judgment,10,15,50,9.142769260814374,0.9142769260814374,0.060951795072095825,386.5
rank_assignments_cumulative_voting,10,15,50,9.397949155092013,0.9397949155092012,0.06265299436728008,395.6
rank_assignments_condorcet_method,10,15,50,9.397949155092013,0.9397949155092012,0.06265299436728008,13083.5
rank_assignments_range,10,15,50,9.397949155092013,0.9397949155092012,0.06265299436728008,85.5
cbba_task_allocation,10,15,,9.397949155092013,0.9397949155092012,0.06265299436728008,70.4
ssia_task_allocation,10,15,,8.792083842459784,0.8792083842459784,0.058613892283065225,12.8
ilp_task_allocation,10,15,,9.397949155092013,0.9397949155092012,0.06265299436728008,22106.5
jv_task_allocation,10,15,,9.397949155092013,0.9397949155092012,0.06265299436728008,57.2
rank_assignments_borda,10,15,50,7.4899554080005215,0.9362444260000652,0.04993303605333681,399.2
rank_assignments_approval,10,15,50,7.306998014516813,0.9133747518146016,0.04871332009677875,301.6
rank_assignments_majority_judgment,10,15,50,7.4358428538879675,0.9294803567359959,0.04957228569258645,533.7
rank_assignments_cumulative_voting,10,15,50,7.4899554080005215,0.9362444260000652,0.04993303605333681,424.6
rank_assignments_condorcet_method,10,15,50,7.4899554080005215,0.9362444260000652,0.04993303605333681,12791.0
rank_assignments_range,10,15,50,7.4899554080005215,0.9362444260000652,0.04993303605333681,82.1
cbba_task_allocation,10,15,,7.4899554080005215,0.9362444260000652,0.04993303605333681,83.6
ssia_task_allocation,10,15,,7.164837154310839,0.8956046442888549,0.04776558102873893,13.0
ilp_task_allocation,10,15,,7.4899554080005215,0.9362444260000652,0.04993303605333681,26113.4
jv_task_allocation,10,15,,7.4899554080005215,0.9362444260000652,0.04993303605333681,54.2
rank_assignments_borda,10,15,50,9.020671281573536,0.9020671281573536,0.06013780854382358,329.6
rank_assignments_approval,10,15,50,9.020671281573538,0.9020671281573538,0.060137808543823584,265.4
rank_assignments_majority_judgment,10,15,50,8.891826442202381,0.8891826442202382,0.05927884294801588,389.4
rank_assignments_cumulative_voting,10,15,50,9.020671281573536,0.9020671281573536,0.06013780854382358,388.5
rank_assignments_condorcet_method,10,15,50,8.867610057083743,0.8867610057083744,0.05911740038055829,12856.8
rank_assignments_range,10,15,50,9.020671281573538,0.9020671281573538,0.060137808543823584,86.4
cbba_task_allocation,10,15,,9.020671281573538,0.9020671281573538,0.060137808543823584,74.9
ssia_task_allocation,10,15,,8.837713888089828,0.8837713888089829,0.05891809258726552,13.4
ilp_task_allocation,10,15,,9.020671281573538,0.9020671281573538,0.060137808543823584,24075.4
jv_task_allocation,10,15,,9.020671281573538,0.9020671281573538,0.060137808543823584,55.6
rank_assignments_borda,10,15,50,9.13426071320808,0.913426071320808,0.060895071421387205,332.0
rank_assignments_approval,10,15,50,9.13426071320808,0.913426071320808,0.060895071421387205,272.2
rank_assignments_majority_judgment,10,15,50,9.13426071320808,0.913426071320808,0.060895071421387205,385.5
rank_assignments_cumulative_voting,10,15,50,9.13426071320808,0.913426071320808,0.060895071421387205,404.4
rank_assignments_condorcet_method,10,15,50,9.042423978514206,0.9042423978514206,0.06028282652342804,12480.7
rank_assignments_range,10,15,50,9.134260713208082,0.9134260713208082,0.06089507142138721,86.0
cbba_task_allocation,10,15,,7.649835364121079,0.9562294205151348,0.050998902427473854,75.7
ssia_task_allocation,10,15,,8.910451189398557,0.8910451189398557,0.059403007929323716,15.6
ilp_task_allocation,10,15,,9.134260713208082,0.9134260713208082,0.06089507142138721,23644.4
jv_task_allocation,10,15,,9.13426071320808,0.913426071320808,0.060895071421387205,56.7
rank_assignments_borda,10,15,100,9.199159974347944,0.9199159974347945,0.06132773316231963,707.7
rank_assignments_approval,10,15,100,9.145125273696701,0.9145125273696701,0.06096750182464467,660.0
rank_assignments_majority_judgment,10,15,100,9.199159974347944,0.9199159974347945,0.06132773316231963,734.5
rank_assignments_cumulative_voting,10,15,100,9.199159974347944,0.9199159974347945,0.06132773316231963,788.0
rank_assignments_condorcet_method,10,15,100,9.199159974347944,0.9199159974347945,0.06132773316231963,51244.2
rank_assignments_range,10,15,100,9.199159974347944,0.9199159974347945,0.06132773316231963,169.7
cbba_task_allocation,10,15,,9.165146368905768,0.9165146368905768,0.06110097579270512,74.7
ssia_task_allocation,10,15,,8.559189391520219,0.8559189391520219,0.05706126261013479,12.6
ilp_task_allocation,10,15,,9.199159974347944,0.9199159974347945,0.06132773316231963,28793.1
jv_task_allocation,10,15,,9.199159974347944,0.9199159974347945,0.06132773316231963,54.2
rank_assignments_borda,10,15,100,9.42565478279764,0.942565478279764,0.06283769855198426,675.9
rank_assignments_approval,10,15,100,9.184952113523543,0.9184952113523543,0.061233014090156954,525.8
rank_assignments_majority_judgment,10,15,100,9.42565478279764,0.942565478279764,0.06283769855198426,743.9
rank_assignments_cumulative_voting,10,15,100,9.42565478279764,0.942565478279764,0.06283769855198426,777.6
rank_assignments_condorcet_method,10,15,100,9.42565478279764,0.942565478279764,0.06283769855198426,51828.2
rank_assignments_range,10,15,100,9.42565478279764,0.942565478279764,0.06283769855198426,167.3
cbba_task_allocation,10,15,,9.42565478279764,0.942565478279764,0.06283769855198426,68.4
ssia_task_allocation,10,15,,8.890703504989219,0.8890703504989219,0.05927135669992813,12.1
ilp_task_allocation,10,15,,9.42565478279764,0.942565478279764,0.06283769855198426,23328.3
jv_task_allocation,10,15,,9.42565478279764,0.942565478279764,0.06283769855198426,53.5
rank_assignments_borda,10,15,100,9.25939497744009,0.925939497744009,0.0617292998496006,774.0
rank_assignments_approval,10,15,100,9.130452491354747,0.9130452491354747,0.06086968327569831,543.1
rank_assignments_majority_judgment,10,15,100,9.093037525368354,0.9093037525368354,0.06062025016912236,766.2
rank_assignments_cumulative_voting,10,15,100,9.259394977440092,0.9259394977440092,0.06172929984960061,815.5
rank_assignments_condorcet_method,10,15,100,9.25939497744009,0.925939497744009,0.0617292998496006,51773.5
rank_assignments_range,10,15,100,9.259394977440092,0.9259394977440092,0.06172929984960061,174.3
cbba_task_allocation,10,15,,8.51718230289659,0.9463535892107322,0.05678121535264393,67.8
ssia_task_allocation,10,15,,8.861321872600069,0.8861321872600069,0.059075479150667125,12.5
ilp_task_allocation,10,15,,9.259394977440092,0.9259394977440092,0.06172929984960061,24923.4
jv_task_allocation,10,15,,9.25939497744009,0.925939497744009,0.0617292998496006,53.2
rank_assignments_borda,10,15,100,6.681570810142238,0.9545101157346055,0.04454380540094826,941.0
rank_assignments_approval,10,15,100,6.356163135110504,0.9080233050157862,0.04237442090073669,536.2
rank_assignments_majority_judgment,10,15,100,6.442336360381473,0.9203337657687819,0.04294890906920982,769.4
rank_assignments_cumulative_voting,10,15,100,6.681570810142238,0.9545101157346055,0.04454380540094826,768.6
rank_assignments_condorcet_method,10,15,100,6.681570810142239,0.9545101157346056,0.04454380540094826,51875.5
rank_assignments_range,10,15,100,6.681570810142239,0.9545101157346056,0.04454380540094826,172.5
cbba_task_allocation,10,15,,6.643403700546558,0.9490576715066511,0.04428935800364372,113.2
ssia_task_allocation,10,15,,6.221211857302084,0.8887445510431549,0.041474745715347226,14.3
ilp_task_allocation,10,15,,6.681570810142238,0.9545101157346055,0.04454380540094826,26459.2
jv_task_allocation,10,15,,6.681570810142238,0.9545101157346055,0.04454380540094826,54.7
rank_assignments_borda,10,15,100,7.2643841967150244,0.9080480245893781,0.04842922797810016,671.5
rank_assignments_approval,10,15,100,7.2643841967150244,0.9080480245893781,0.04842922797810016,516.0
rank_assignments_majority_judgment,10,15,100,7.10823082627594,0.8885288532844925,0.04738820550850627,770.1
rank_assignments_cumulative_voting,10,15,100,7.128329774946317,0.8910412218682896,0.047522198499642114,793.0
rank_assignments_condorcet_method,10,15,100,7.2643841967150244,0.9080480245893781,0.04842922797810016,53203.0
rank_assignments_range,10,15,100,7.2643841967150244,0.9080480245893781,0.04842922797810016,169.2
cbba_task_allocation,10,15,,7.2643841967150244,0.9080480245893781,0.04842922797810016,99.4
ssia_task_allocation,10,15,,7.1324114075993785,0.8915514259499223,0.04754940938399586,14.5
ilp_task_allocation,10,15,,7.2643841967150244,0.9080480245893781,0.04842922797810016,27190.9
jv_task_allocation,10,15,,7.2643841967150244,0.9080480245893781,0.04842922797810016,72.5
rank_assignments_borda,50,25,10,22.62074887112481,0.9048299548449924,0.018096599096899847,405.9
rank_assignments_approval,50,25,10,22.84462023785332,0.9137848095141328,0.018275696190282655,312.1
rank_assignments_majority_judgment,50,25,10,22.824521289182943,0.9129808515673177,0.018259617031346355,179.4
rank_assignments_cumulative_voting,50,25,10,23.177953571186652,0.9271181428474661,0.01854236285694932,655.1
rank_assignments_condorcet_method,50,25,10,23.09632091812543,0.9238528367250172,0.01847705673450034,2752.7
rank_assignments_range,50,25,10,23.150742686832913,0.9260297074733166,0.01852059414946633,39.2
cbba_task_allocation,50,25,,23.177953571186656,0.9271181428474662,0.018542362856949324,546.9
ssia_task_allocation,50,25,,23.177953571186656,0.9271181428474662,0.018542362856949324,111.9
ilp_task_allocation,50,25,,23.17795357118666,0.9271181428474664,0.018542362856949327,65764.1
jv_task_allocation,50,25,,23.177953571186656,0.9271181428474662,0.018542362856949324,69.9
rank_assignments_borda,50,25,10,22.234507557063946,0.8893803022825578,0.017787606045651157,416.6
rank_assignments_approval,50,25,10,22.088558268257515,0.8835423307303006,0.017670846614606012,312.6
rank_assignments_majority_judgment,50,25,10,22.499813679512926,0.899992547180517,0.01799985094361034,140.6
rank_assignments_cumulative_voting,50,25,10,21.948793271349665,0.8779517308539866,0.017559034617079732,484.1
rank_assignments_condorcet_method,50,25,10,22.608657216927895,0.9043462886771159,0.018086925773542317,2747.0
rank_assignments_range,50,25,10,22.64916432886358,0.9059665731545432,0.018119331463090863,37.8
cbba_task_allocation,50,25,,22.676375213217327,0.907055008528693,0.01814110017057386,1086.8
ssia_task_allocation,50,25,,22.676375213217323,0.9070550085286929,0.018141100170573857,124.9
ilp_task_allocation,50,25,,22.676375213217323,0.9070550085286929,0.018141100170573857,43216.5
jv_task_allocation,50,25,,22.676375213217323,0.9070550085286929,0.018141100170573857,69.9
rank_assignments_borda,50,25,10,22.18460032144243,0.8873840128576973,0.017747680257153946,404.8
rank_assignments_approval,50,25,10,22.218613926884608,0.8887445570753844,0.017774891141507685,319.4
rank_assignments_majority_judgment,50,25,10,22.147185355456035,0.8858874142182414,0.01771774828436483,139.3
rank_assignments_cumulative_voting,50,25,10,22.23160093987162,0.8892640375948647,0.017785280751897295,473.9
rank_assignments_condorcet_method,50,25,10,22.57173699429339,0.9028694797717356,0.018057389595434712,2749.8
rank_assignments_range,50,25,10,22.77581862694645,0.911032745077858,0.018220654901557158,39.0
cbba_task_allocation,50,25,,22.789424069123328,0.9115769627649332,0.018231539255298662,811.3
ssia_task_allocation,50,25,,22.789424069123317,0.9115769627649327,0.018231539255298655,111.5
ilp_task_allocation,50,25,,22.789424069123317,0.9115769627649327,0.018231539255298655,47849.0
jv_task_allocation,50,25,,22.789424069123324,0.9115769627649329,0.01823153925529866,80.5
rank_assignments_borda,50,25,10,23.030659748704863,0.9212263899481945,0.01842452779896389,389.2
rank_assignments_approval,50,25,10,22.72453729972527,0.9089814919890108,0.018179629839780217,305.5
rank_assignments_majority_judgment,50,25,10,22.52756760275557,0.9011027041102229,0.018022054082204458,134.5
rank_assignments_cumulative_voting,50,25,10,23.339874343633742,0.9335949737453497,0.018671899474906994,479.6
rank_assignments_condorcet_method,50,25,10,22.724537299725274,0.9089814919890109,0.01817962983978022,2830.9
